.pl 16959
CisloVydejky;DatumVydeje;CisloDodavatele;NazevDodavatele;CisloKarty;NazevZbozi;MernaJednotka;NakupCena;Vydano
--DATA--
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;4398$;Nádobí Pur 750/900ml Balsam mix$;ks$;22.95$;100
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;3549$;Okna Clin okna a rámy 750ml$;ks$;23.59$;200
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;2320$;Prací gel Persil 1l /20dávek Color$;ks$;76.42$;16
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;2243$;Prací gel Persil 1l /20dávek Regular$;ks$;76.42$;16
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;0748$;Prací gel Persil 1l /20dávek Sensiti$;ks$;76.42$;16
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;0241$;Prací gel Persil 2l /40dávek Color$;ks$;114.78$;8
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;0221$;Prací gel Persil 2l /40dávek Regular$;ks$;131.90$;20
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;1699$;Prací gel Perwoll 1,8l Sport$;ks$;73.45$;8
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;0243$;Prací gel Perwoll 900ml Black Magic$;ks$;34.94$;16
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;0216$;Prací gel Perwoll 900ml vlna Wool$;ks$;36.12$;8
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;4382$;Prášek Palmex 63dávek Hory Modrı$;ks$;140.20$;12
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;2627$;Prášek Persil 63dávek Color$;ks$;167.48$;10
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;5836$;Prášek Persil 63dávek Fresh$;ks$;168.83$;10
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;3529$;Prášek Rex 18dávek Color$;ks$;51.38$;24
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;4798$;Prášek Rex 4dávky Color$;ks$;11.86$;600
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;1684$;Prášek Rex 63dávek Color$;ks$;148.70$;15
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;5800$;Prášek Rex 63dávek na bílé$;ks$;122.90$;10
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;3532$;Somat do myèky gel Classic 80dávek$;ks$;128.05$;12
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;1943$;Somat do myèky oplachovací 750ml$;ks$;62.50$;20
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;3859$;WC èistiè Bref Jumbo 700ml Fresh modrı$;ks$;25.83$;120
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;2442$;WC gel Bref 360ml Oceán/Sea breeze$;ks$;36.50$;320
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;2090$;WC závìs Bref 4koule DeLuxe Magnol/Jasmí$;ks$;23.15$;100
00033$;737796$;00030$;Henkel CR s.r.o. Praha$;0873$;WC závìs tekutı Bref Duoaktiv Pine 50ml$;ks$;22.11$;40
00034$;737796$;00237$;Ecolab Hygiene s.r.o.$;0288$;Prášek Eltra 6kg$;ks$;618.80$;8
00034$;737796$;00237$;Ecolab Hygiene s.r.o.$;1670$;\o\Into Fresh 1l$;ks$;82.63$;12
00034$;737796$;00237$;Ecolab Hygiene s.r.o.$;2029$;Utìrka mikro Ecolab ECO 5ks èerven.toale$;ks$;618.80$;10
00034$;737796$;00237$;Ecolab Hygiene s.r.o.$;3426$;Utìrka mikro Ecolab ECO 5ks modrá kancel$;bal$;156.00$;10
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1136$;Drátìnı kartáè PE 1100 - 5øadı$;ks$;19.99$;12
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;4850$;Hul DR 180cm prùmìr 24mm$;ks$;49.71$;50
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1948$;Hùl teleskop 110- 200cm + redukce Spokar$;ks$;55.61$;10
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1071$;Kartáè lahvovı 50mm    2519$;ks$;17.76$;20
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;5079$;Kartáè na nádobí 4432 color$;ks$;9.63$;10
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1122$;Kartáè na nádobí EKO 4434$;ks$;12.37$;25
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1141$;Kartáè na prádlo PE 3603 16x5x4cm$;ks$;21.41$;20
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1177$;Kartáè na radiátor 4420$;ks$;37.53$;15
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1389$;Kartáèek na ruce døevìnı štìtiny 3120$;ks$;17.93$;40
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;0459$;Kartáèek na ruce PE jednostrannı 3105/1$;ks$;9.36$;100
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;2236$;Mop KOMPLET s holí hnìdı pásky$;ks$;118.48$;6
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1208$;Mop NN bavlnìnı prováz. jemnı závit 160g$;ks$;27.48$;50
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1495$;Mop NN pásky hnìdé jemnı závit$;ks$;42.50$;50
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;3510$;Roho gumová s kokosem 60x40 CRISS CROSS$;ks$;86.59$;5
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;2985$;Sáèky do koše 60l 63x68/ 15mi zata 15SPO$;rol$;24.87$;250
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;0714$;Smetáèek PE dlouhı 5180/616$;ks$;22.60$;48
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;0457$;Souprava smetáèek+lopatka 5207/616$;ks$;43.08$;30
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1761$;Souprava smetáèek+lopatka 5220 EKO s gum$;ks$;32.63$;48
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1765$;STC lyonskı plochı C 12$;ks$;19.63$;20
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1308$;Stìrka na okna 25cm   è.4425$;ks$;26.06$;24
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;2176$;Štìtec plochı slabı C2   PH 81215$;ks$;17.74$;10
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1403$;Váleèek molitan náhrada 10cm$;ks$;5.13$;200
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1650$;Vìdro PVC 10l Spokar s mìrkou a vılevkou$;ks$;46.03$;20
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1176$;WC kartáè toèenı 1023 PH$;ks$;30.32$;10
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;1303$;WC souprava 4322 bílá prumìr 85mm$;ks$;40.01$;60
00035$;737796$;00002$;Kartacovny a.s. Pelhrimov$;4943$;Zubní kartáèek Spokar 3428 Plus M$;ks$;27.06$;12
00036$;737796$;00048$;Solira Company s.r.o.$;1463$;Avivá Robeta/Obzor 1l fialová koncentrá$;Ks$;16.10$;36
00036$;737796$;00048$;Solira Company s.r.o.$;0526$;Avivá Robeta/Obzor 1l modrá koncentrát$;Ks$;16.10$;36
00036$;737796$;00048$;Solira Company s.r.o.$;0240$;Èistiè auto MILIT 50l /barel$;bar$;1037.67$;6
00036$;737796$;00048$;Solira Company s.r.o.$;1438$;Èistiè auto MILIT 5L$;kan$;140.84$;72
00036$;737796$;00048$;Solira Company s.r.o.$;2526$;Milit MCE  5l strojní na kolejová vozidl$;kan$;300.00$;2
00036$;737796$;00048$;Solira Company s.r.o.$;1947$;Milit MFC  5l strojní modrı nepìnivı$;kan$;110.01$;10
00036$;737796$;00048$;Solira Company s.r.o.$;5784$;Milit myèka lesk 1l$;ks$;38.05$;120
00036$;737796$;00048$;Solira Company s.r.o.$;0362$;Milit WP 500ml MR nerez, chrom$;ks$;26.53$;48
00036$;737796$;00048$;Solira Company s.r.o.$;2989$;Nádobí Robeta 1L citrón$;ks$;10.13$;144
00036$;737796$;00048$;Solira Company s.r.o.$;5880$;Tekuté mıdlo 5l Antibakter. Milli ALS$;kan$;130.97$;30
00036$;737796$;00048$;Solira Company s.r.o.$;0820$;Univerzal Milit 5L lutı pìnivı$;kan$;51.40$;108
00037$;737796$;00038$;TATRACHEMA CZ spol.s.r.o.$;1597$;Diava Parket 750ml podlahy$;ks$;37.47$;12
00037$;737796$;00038$;TATRACHEMA CZ spol.s.r.o.$;2606$;Diava pasta 7kg$;kan$;682.63$;1
00037$;737796$;00038$;TATRACHEMA CZ spol.s.r.o.$;3284$;Fixinela Antikalk 665ml rez a vodní káme$;ks$;32.50$;72
00037$;737796$;00038$;TATRACHEMA CZ spol.s.r.o.$;5604$;WC pisoar Fixinela 1kg=40ks$;ks$;99.04$;60
00038$;737796$;00041$;Dubrava Valašské Klobouky$;1099$;Koberce Akypo 5l strojní èistiè$;kan$;211.50$;16
00038$;737796$;00041$;Dubrava Valašské Klobouky$;0406$;Prášek Montéráèek 500g$;ks$;36.00$;12
00039$;737796$;00685$;Atotech - M.A.G.CZ,a.s.$;0790$;Orkán profi lesk 25kg do myèek$;kan$;1739.98$;6
00039$;737796$;00685$;Atotech - M.A.G.CZ,a.s.$;0853$;Orkán profi uni 29kg do myèek$;kan$;1777.30$;2
00040$;737796$;00698$;Apex Central Europe s.r.o.$;5769$;Leštìnka Pronto spray hnìdá 400ml$;ks$;54.36$;60
00040$;737796$;00698$;Apex Central Europe s.r.o.$;1608$;Leštìnka Pronto spray Multis.400ml$;ks$;54.36$;48
00040$;737796$;00698$;Apex Central Europe s.r.o.$;0586$;Oprašovák Pronto Duster$;ks$;89.79$;6
00040$;737796$;00698$;Apex Central Europe s.r.o.$;4561$;Oprašovák Pronto Duster náhrada 5ks$;bal$;88.85$;6
00041$;737796$;00080$;HLUBNA chemické vırobní$;1207$;AVA odstraòovaè vodního kamene 250g$;ks$;24.80$;30
00041$;737796$;00080$;HLUBNA chemické vırobní$;3340$;Deo Insette 150ml Pleasure ruovı$;ks$;17.90$;12
00041$;737796$;00080$;HLUBNA chemické vırobní$;3661$;Destilovaná voda 5l$;kan$;22.00$;76
00041$;737796$;00080$;HLUBNA chemické vırobní$;1711$;Líh Spirit syntetickı technickı 1l$;ks$;65.00$;24
00041$;737796$;00080$;HLUBNA chemické vırobní$;2971$;Písek AVA na nádobí 550g PE$;ks$;18.34$;120
00041$;737796$;00080$;HLUBNA chemické vırobní$;2771$;Písek AVA univerzal 550g PE$;Ks$;18.39$;48
00041$;737796$;00080$;HLUBNA chemické vırobní$;3612$;Univerzal AVA podlahy a povrch.1L èerven$;ks$;21.60$;16
00041$;737796$;00080$;HLUBNA chemické vırobní$;0642$;Soda 1kg krystalická$;ks$;13.67$;590
00041$;737796$;00080$;HLUBNA chemické vırobní$;1883$;SG Elegance 250ml Sensitive$;Ks$;10.90$;24
00041$;737796$;00080$;HLUBNA chemické vırobní$;5984$;Pìna do koupele Elegance 1l Moøe$;ks$;15.70$;8
00042$;737796$;00086$;ZVG$;4877$;èepice jednorázová potravináøská 100ks$;bal$;75.00$;10
00042$;737796$;00086$;ZVG$;1516$;Papírové ruèníky role 3vr 11452-14 cel.M$;rol$;490.00$;6
00042$;737796$;00086$;ZVG$;0833$;Utìrka švédská Praktitex 40x40cm 260g$;Ks$;12.00$;100
00043$;737796$;00228$;OMA CZ, a.s. Straz p.R.$;2614$;Servošampon kbelík Rapid 5 kg$;kan$;290.52$;6
00044$;737796$;00217$;Wimex s.r.o. Nachod$;3089$;Návlek na obuv jednorázovı 100ks novı$;bal$;54.75$;200
00044$;737796$;00217$;Wimex s.r.o. Nachod$;1785$;Párátka 500ks plochá v krabièce 6cm$;kra$;4.90$;24
00044$;737796$;00217$;Wimex s.r.o. Nachod$;5917$;Sáèky na led 24 kostek/10ks$;ks$;4.94$;48
00045$;737796$;00092$;UNILEVER ÈR, spol. s r.o.$;2165$;Koupelny Savo MR 500ml$;ks$;24.51$;240
00045$;737796$;00092$;UNILEVER ÈR, spol. s r.o.$;3274$;Kuchynì Savo MR 500ml$;ks$;24.64$;120
00045$;737796$;00092$;UNILEVER ÈR, spol. s r.o.$;2642$;Mıdlovı èistiè Savo 750ml na døevo+podla$;ks$;22.93$;48
00045$;737796$;00092$;UNILEVER ÈR, spol. s r.o.$;0542$;Savo plíseò MR 500ml$;ks$;39.28$;200
00045$;737796$;00092$;UNILEVER ÈR, spol. s r.o.$;4968$;SG Axe 250ml Mix$;ks$;40.64$;12
00045$;737796$;00092$;UNILEVER ÈR, spol. s r.o.$;1424$;SG Dove 250ml Relaxing Secret Lavender$;ks$;25.90$;6
00045$;737796$;00092$;UNILEVER ÈR, spol. s r.o.$;5710$;SG Dove 250ml krémovı Nourishing$;ks$;25.90$;12
00045$;737796$;00092$;UNILEVER ÈR, spol. s r.o.$;5510$;Tekuté mıdlo 250ml Dove Svìí/Freto$;ks$;34.19$;36
00045$;737796$;00092$;UNILEVER ÈR, spol. s r.o.$;5614$;Zubní pasta Signal Family White 75ml$;ks$;13.11$;24
00046$;737796$;00691$;PROMIN CS spol.s r.o.$;3630$;Šampon + SG 7ml Sakura Polštáøek$;ks$;1.10$;1000
00046$;737796$;00691$;PROMIN CS spol.s r.o.$;4820$;Hotelové mıdlo balené 13.5g Chess$;ks$;1.30$;500
00047$;737796$;00449$;Canis Safety a.s.$;0431$;Rukavice komfort Tern/ Zoro è.10     /12$;pár$;18.00$;120
00047$;737796$;00449$;Canis Safety a.s.$;3134$;Rukavice kùe kom.Magpie LZ/Falco è.10$;pár$;25.20$;120
00047$;737796$;00449$;Canis Safety a.s.$;4075$;Rukavice Technik *** èervené è.10$;par$;37.80$;60
00048$;737796$;00340$;Putorius s.r.o.$;2831$;Holicí pìna Majix 200ml$;ks$;17.80$;24
00048$;737796$;00340$;Putorius s.r.o.$;2993$;Mıdlo Elsa Olive 60g$;ks$;3.31$;216
00048$;737796$;00340$;Putorius s.r.o.$;3007$;Mıdlo Elsa Rose 60g$;ks$;3.31$;216
00048$;737796$;00340$;Putorius s.r.o.$;2505$;Mıdlovı èistiè Cit 1l-lamino,parket,kera$;ks$;16.20$;16
00048$;737796$;00340$;Putorius s.r.o.$;3066$;Nádobí Cit 1l Jablko$;ks$;14.90$;50
00048$;737796$;00340$;Putorius s.r.o.$;3119$;Nádobí Cit 500ml Aloe$;ks$;11.30$;60
00048$;737796$;00340$;Putorius s.r.o.$;2274$;Okna Cit 500ml Oceán MR$;ks$;12.40$;30
00048$;737796$;00340$;Putorius s.r.o.$;1788$;Osvìovaè spray Fresh Air 300ml Aromathe$;ks$;10.91$;120
00048$;737796$;00340$;Putorius s.r.o.$;1770$;Osvìovaè spray Fresh Air 300ml Lily$;ks$;10.91$;120
00048$;737796$;00340$;Putorius s.r.o.$;1734$;Osvìovaè spray Fresh Air 300ml Vanilla$;ks$;10.91$;120
00048$;737796$;00340$;Putorius s.r.o.$;2544$;Písek Cit 500g Levandule$;ks$;10.70$;80
00048$;737796$;00340$;Putorius s.r.o.$;2617$;Písek tekutı Cit 600g Aloe Vera$;ks$;11.20$;80
00048$;737796$;00340$;Putorius s.r.o.$;1951$;Univerzál Cit 1l fialovı$;ks$;15.00$;24
00048$;737796$;00340$;Putorius s.r.o.$;1966$;Univerzál Cit 1l modrı$;ks$;15.00$;24
00048$;737796$;00340$;Putorius s.r.o.$;2392$;WC èistiè Cit 750ml Oceán$;ks$;13.35$;60
00048$;737796$;00340$;Putorius s.r.o.$;2882$;iletky Fresh Air 5ks FreshAir zvlh.prou$;bal$;8.30$;50
00048$;737796$;00340$;Putorius s.r.o.$;2874$;Osvìovaè dávk.Fresh Air 260ml Oceán$;ks$;16.20$;48
00048$;737796$;00340$;Putorius s.r.o.$;2981$;Osvìovaè dávk.Fresh Air 260ml Patchouli$;ks$;16.20$;48
00048$;737796$;00340$;Putorius s.r.o.$;1789$;Osvìovaè dávk.Fresh Air 260ml Vanila$;ks$;16.20$;48
00049$;737797$;00179$;Tomil s.r.o.$;0881$;Avivá Wansou 1l Lotos$;ks$;24.55$;30
00049$;737797$;00179$;Tomil s.r.o.$;5597$;Avivá Wansou 1l Tropic blossom$;ks$;24.55$;30
00049$;737797$;00179$;Tomil s.r.o.$;3490$;Nádobí Tomík 5l Citron$;kan$;65.50$;21
00049$;737797$;00179$;Tomil s.r.o.$;5594$;Osvìovaè vzd.AIR menl. kompl. 3x15 Aqua$;ks$;43.71$;20
00049$;737797$;00179$;Tomil s.r.o.$;5593$;Osvìovaè vzd.AIR menl. kompl. 3x15 Limb$;ks$;43.71$;20
00049$;737797$;00179$;Tomil s.r.o.$;5578$;Osvìovaè vzd.AIR menline NN 3x15 Rain$;ks$;39.62$;70
00049$;737797$;00179$;Tomil s.r.o.$;3539$;SG Mitia 400ml 2v1 Diamond èernı$;ks$;21.00$;48
00049$;737797$;00179$;Tomil s.r.o.$;1824$;SG Mitia 400ml 2v1 Fresh force$;ks$;21.00$;36
00049$;737797$;00179$;Tomil s.r.o.$;3810$;SG Mitia 400ml 2v1 Ice challenge$;ks$;21.00$;36
00049$;737797$;00179$;Tomil s.r.o.$;1991$;SG Mitia 400ml Honey Milk$;ks$;21.00$;24
00049$;737797$;00179$;Tomil s.r.o.$;1716$;Šampon Tania 1l Naturals Kopøiva$;ks$;23.15$;12
00049$;737797$;00179$;Tomil s.r.o.$;2039$;Tekuté mıdlo 500ml Mitia Pomegranate$;ks$;23.60$;36
00049$;737797$;00179$;Tomil s.r.o.$;1668$;WC èistiè Dr.Devil 750ml Lemon$;ks$;18.47$;80
00050$;737797$;00527$;SCA Hygiene products s.r.o.$;2568$;\o\Pap.ruè.role Tork 1vr.473242 Reflex$;kar$;562.83$;10
00051$;737797$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;3221$;Avivá Coccolino 1,8l Blue$;ks$;46.90$;240
00052$;737797$;00910$;SVING s.r.o.$;1680$;Pøíbor nerez kávová lièka Miláno$;ks$;3.99$;84
00052$;737797$;00910$;SVING s.r.o.$;1074$;Pøíbor nerez nù Miláno$;ks$;10.10$;60
00052$;737797$;00910$;SVING s.r.o.$;1075$;Pøíbor nerez polévková líce Miláno$;ks$;6.15$;120
00052$;737797$;00910$;SVING s.r.o.$;1076$;Pøíbor nerez vidlièka Miláno$;ks$;6.07$;60
00053$;737797$;00602$;MPD plus Rakovník$;4228$;Agol dezinf.ploch alkohol. 5l Virucidní$;kan$;376.00$;6
00053$;737797$;00602$;MPD plus Rakovník$;4641$;Ralex 10kg$;kan$;332.80$;12
00054$;737797$;00687$;Avex Liberec s.r.o.$;2087$;\o\Barva SU 2013/6401 4l/3,5l lutá$;ks$;822.70$;6
00054$;737797$;00687$;Avex Liberec s.r.o.$;5191$;\o\Barva SU 2013/8140/8141 4l èervená$;ks$;576.65$;1
00054$;737797$;00687$;Avex Liberec s.r.o.$;1574$;\o\Barva SU 2013/1000 4l/3.5l  bílá$;ks$;572.85$;4
00055$;737797$;00411$;Automax Group s.r.o.$;2592$;Autošampon COYOTE 500ml s voskem$;ks$;54.45$;70
00055$;737797$;00411$;Automax Group s.r.o.$;4019$;Cockpit spray 400ml COYOTE lesní plody$;ks$;47.92$;30
00055$;737797$;00411$;Automax Group s.r.o.$;4018$;Cockpit spray 400ml COYOTE vanilka$;ks$;47.92$;30
00055$;737797$;00411$;Automax Group s.r.o.$;4760$;Koberce Coyote 300ml i èalounìní spray$;ks$;38.40$;10
00055$;737797$;00411$;Automax Group s.r.o.$;4021$;Okna Coyote èistiè skel 650ml MR$;ks$;36.80$;72
00056$;737797$;00228$;OMA CZ, a.s. Straz p.R.$;3536$;Rozmrazovaè Carline MR 500ml$;ks$;33.08$;112
00057$;737798$;00981$;Miroslav Kuèera - Kuku papír$;0364$;Papírové kuch.role 11m Harmon.EveryDay2k$;bal$;13.80$;384
00057$;737798$;00981$;Miroslav Kuèera - Kuku papír$;4924$;Papírové ruèníky role 2vr PK Maxi 7372$;rol$;46.80$;264
00057$;737798$;00981$;Miroslav Kuèera - Kuku papír$;3200$;Papírové ruèníky ZZ 1vr Katri 100683 250$;ks$;16.65$;640
00057$;737798$;00981$;Miroslav Kuèera - Kuku papír$;2829$;Toaletní papír 3vrs.1801 HarmPremi 8/29m$;rol$;6.19$;1680
00057$;737798$;00981$;Miroslav Kuèera - Kuku papír$;3309$;Toaletní papír Gigant 2vrs.190 Harm/7360$;rol$;16.50$;576
00057$;737798$;00981$;Miroslav Kuèera - Kuku papír$;0749$;Toaletní papír Gigant 2vrs.240 Harm/7362$;rol$;25.70$;336
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;0625$;Drátìnka KOV velká 50g               /10$;ks$;6.07$;240
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;2005$;Drátìnka nerez Bright 18g 2ks        /24$;bal$;5.08$;150
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;2416$;Hadr na podlahu PETR 60x70cm oranovı$;ks$;8.98$;1200
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;5503$;Hùl DR 130cm lopaty a hrabla zahnutá I.$;ks$;46.93$;60
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;1357$;Hùl DR 160cm prùmìr 24mm$;ks$;30.70$;200
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;5970$;Sáèky do koše 35l 50x60 /6mi 50ks èerné$;rol$;7.90$;400
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;5799$;Textilní rukavice Bavlna terèík è.8$;pár$;11.73$;120
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;1738$;Textilní rukavice Polomáè. ÈERNE è.10/XL$;pár$;7.60$;240
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;5622$;Textilní rukavice Polomáèené è.8 bílé$;pár$;7.28$;240
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;5318$;Utìrka Švédská MMS 210g 30x30cm$;ks$;6.09$;600
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;0999$;Utìrka UNI Petr 34x38cm 110g zelená$;ks$;2.12$;500
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;0607$;Utìrka UNI Petr 38x38cm 110g modrá$;ks$;2.12$;440
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;5990$;Utìrka UNI Petr 38x38cm 110g rùová$;ks$;2.12$;440
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;1544$;Hùl DR 170cm pr.28mm hrábì/sekáè na led$;ks$;43.24$;10
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;1602$;Krumpáè 2,5kg s holí$;ks$;137.88$;2
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;3858$;Lopatka plechová velká  24x23cm modrá /6$;ks$;31.88$;192
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;3484$;Louh Krtek 450g èistiè odpadu$;ks$;36.11$;200
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;2948$;Mıdlo FA Energising tmavì modrá 90g   /4$;ks$;7.40$;600
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;1916$;Mıdlo FA jogurt Aloe 90g              /4$;ks$;7.40$;600
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;4742$;Mıdlo FA jogurt sensitive 90g         /4$;ks$;7.40$;600
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;1693$;Mıdlo FA Vitalising sv.modré 90g      /4$;ks$;7.40$;600
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;0255$;Prášek Alfa 15kg PROFI$;ks$;665.00$;42
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;5615$;Roho jutová møíková 120x60cm$;ks$;518.99$;12
00058$;737798$;00590$;Zempomarket a.s. Beèváry$;1562$;WC závìs Kostka sáèek Freshener 40g mix$;ks$;3.90$;200
00059$;737798$;00088$;Kartáèovny VALA$;0554$;Koštì prùmyslové DR 300x50 s holí 120cm$;ks$;52.00$;40
00059$;737798$;00088$;Kartáèovny VALA$;1912$;Smetáèek DR NELAK ÍNÌ 3216           /8$;ks$;58.06$;48
00060$;737798$;00772$;DISTRIMO$;2935$;Chemoprén extrém 300ml$;ks$;77.77$;48
00060$;737798$;00772$;DISTRIMO$;2472$;Chemoprén extrém 50ml                /20$;ks$;36.96$;40
00061$;737798$;00048$;Solira Company s.r.o.$;1947$;Milit MFC  5l strojní modrı nepìnivı$;kan$;110.01$;5
00062$;737798$;00029$;Severochema v.d. Liberec$;2886$;Benzín technickı 420ml malı$;ks$;31.00$;12
00062$;737798$;00029$;Severochema v.d. Liberec$;2656$;Dezinfekèní gel na ruce 250ml bezoplach.$;ks$;29.52$;150
00062$;737798$;00029$;Severochema v.d. Liberec$;1605$;Dezinfekèní gel na ruce 3l bezoplachovı$;kan$;150.79$;80
00062$;737798$;00029$;Severochema v.d. Liberec$;2539$;Dezinfekèní pøípravek na povrchy 500ml$;ks$;38.45$;100
00062$;737798$;00029$;Severochema v.d. Liberec$;5282$;Dezinfekèní pøípravek na ruce 1l bezopl.$;ks$;49.19$;120
00062$;737798$;00029$;Severochema v.d. Liberec$;5281$;Dezinfekèní pøípravek na ruce 3l bezopl.$;kan$;130.38$;180
00062$;737798$;00029$;Severochema v.d. Liberec$;1999$;Líh technickı 4l$;kan$;205.26$;2
00062$;737798$;00029$;Severochema v.d. Liberec$;0292$;Líh technickı 9l$;kan$;398.57$;8
00062$;737798$;00029$;Severochema v.d. Liberec$;4088$;Petrolej 9l$;kan$;316.37$;2
00062$;737798$;00029$;Severochema v.d. Liberec$;0347$;Øedidlo nitro 700ml C6000$;ks$;32.50$;32
00062$;737798$;00029$;Severochema v.d. Liberec$;0854$;Øedidlo syntetik 4l 6006$;kan$;138.17$;2
00062$;737798$;00029$;Severochema v.d. Liberec$;4714$;Škrob tekutı 3E 500ml$;ks$;19.84$;12
00062$;737798$;00029$;Severochema v.d. Liberec$;0147$;Škrob tekutı 3E 5kg kanystr$;kan$;113.30$;6
00063$;737798$;00087$;Eastmop spol.s r.o.$;5701$;Drák modrı alu tyèe pro uklidovı vozík$;ks$;50.00$;6
00063$;737798$;00087$;Eastmop spol.s r.o.$;4705$;Drák padu kloubovı na hùl$;ks$;60.05$;5
00063$;737798$;00087$;Eastmop spol.s r.o.$;5778$;Drák padu ruèní Padboy$;ks$;80.20$;5
00064$;737798$;01007$;Augustin Pecha-Mopservis s.r.o.$;3472$;Houbièka nádobí velká s bílım Padem 13x7$;ks$;7.50$;50
00064$;737798$;01007$;Augustin Pecha-Mopservis s.r.o.$;1128$;Mop NN bavlnìnı Speedy 40cm 3druky uni$;ks$;71.00$;50
00064$;737798$;01007$;Augustin Pecha-Mopservis s.r.o.$;4192$;Mop NN bavlnìnı Speedy 40cm uni 2xjazyk$;ks$;68.00$;150
00064$;737798$;01007$;Augustin Pecha-Mopservis s.r.o.$;1050$;Stìrka na okna 35cm kov PROFI$;ks$;130.00$;3
00065$;737798$;01029$;PYTLÍK, a.s.$;0693$;Pytle 120L/200mi 70x110cm èernı 1ks$;ks$;8.19$;500
00065$;737798$;01029$;PYTLÍK, a.s.$;5864$;Pytle 120L/40mi 70x110cm role-25ks tranp$;rol$;49.50$;50
00065$;737798$;01029$;PYTLÍK, a.s.$;0146$;Pytle 120L/40mi 70x110cm role-25ks zelen$;rol$;48.25$;200
00065$;737798$;01029$;PYTLÍK, a.s.$;1797$;Pytle 120L/60mi 70x110cm role-20ks modrá$;rol$;46.80$;420
